age,salary,experience_years,working_hours_per_week,performance_score,projects_completed,overtime_hours,distance_from_home_km,training_hours,absent_days,gender,education_level,job_role,department,city,company_type,work_mode,marital_status,has_certifications,promotion,job_satisfaction
37.0,5407.0,16.0,53.0,1.65,34.0,21.0,30.3,188.0,,Female,Bachelor,,Finance,Alexandria,Enterprise,Remote,Single,1.0,0,Medium
59.0,,2.0,,1.84,33.0,7.0,30.4,65.0,19.0,Male,High School,Manager,Finance,Tanta,Startup,,Married,1.0,0,High
,3885.0,21.0,37.0,4.44,20.0,13.0,21.2,183.0,,Male,Bachelor,Data Scientist,IT,Giza,Enterprise,Remote,Married,1.0,1,High
36.0,35195.0,14.0,21.0,,45.0,4.0,33.0,9.0,15.0,Female,,Designer,Operations,Tanta,,Remote,Single,1.0,0,High
47.0,38411.0,30.0,41.0,4.02,46.0,23.0,48.1,102.0,29.0,Female,High School,Data Scientist,IT,Giza,Enterprise,Hybrid,Married,0.0,0,Medium
45.0,30819.0,35.0,54.0,3.36,39.0,19.0,15.7,,1.0,Female,PhD,Engineer,Operations,Aswan,Enterprise,,Single,1.0,0,Medium
52.0,14125.0,25.0,50.0,,,13.0,10.8,,25.0,Male,High School,HR,AI,Giza,Startup,Onsite,Married,1.0,0,Low
60.0,24494.0,13.0,45.0,2.1,24.0,27.0,47.9,,16.0,Male,PhD,HR,Operations,Tanta,Enterprise,Remote,Married,,0,Medium
28.0,,,33.0,2.24,45.0,11.0,3.9,194.0,27.0,Female,,Sales,AI,Alexandria,Startup,Hybrid,Married,0.0,0,High
48.0,27585.0,8.0,47.0,4.11,13.0,21.0,42.2,165.0,22.0,Male,High School,Engineer,Operations,Aswan,Enterprise,Hybrid,Single,0.0,0,Medium
56.0,25045.0,6.0,,2.01,18.0,7.0,45.6,99.0,16.0,Male,Master,Manager,Finance,Mansoura,,Onsite,Married,1.0,0,High
53.0,25447.0,26.0,51.0,4.89,7.0,0.0,11.8,99.0,10.0,Male,Master,Engineer,Finance,Aswan,SME,Remote,Married,1.0,1,Medium
47.0,29238.0,27.0,40.0,4.19,40.0,,21.9,143.0,23.0,Female,Master,HR,AI,Giza,Startup,Hybrid,Single,1.0,1,Medium
,38196.0,11.0,42.0,5.0,,21.0,7.0,181.0,22.0,Female,PhD,Designer,HR,Mansoura,Startup,Hybrid,Single,0.0,0,Medium
36.0,14685.0,16.0,43.0,2.84,43.0,,19.0,122.0,9.0,Male,Bachelor,Manager,AI,Alexandria,Startup,Remote,Single,1.0,0,High
29.0,15738.0,8.0,31.0,3.36,17.0,4.0,23.4,130.0,,Female,PhD,Engineer,HR,Giza,Startup,Hybrid,Single,1.0,0,Low
32.0,18772.0,7.0,22.0,2.12,,2.0,26.0,63.0,14.0,Female,High School,Engineer,Marketing,Cairo,Enterprise,Remote,Single,1.0,0,Medium
48.0,13633.0,26.0,25.0,3.41,46.0,,7.0,124.0,12.0,Female,Bachelor,Data Scientist,IT,Tanta,SME,Remote,Married,0.0,0,Medium
60.0,26492.0,11.0,31.0,4.9,32.0,27.0,20.8,92.0,25.0,Female,Bachelor,Sales,AI,Giza,SME,Onsite,Married,,1,High
54.0,39855.0,36.0,,1.12,0.0,4.0,31.6,27.0,29.0,Female,Master,Engineer,Marketing,Giza,Enterprise,Remote,Married,0.0,0,
54.0,9228.0,19.0,25.0,2.16,33.0,2.0,25.5,57.0,19.0,Female,,Sales,IT,Aswan,Enterprise,Remote,Single,0.0,0,High
32.0,5831.0,0.0,39.0,2.13,3.0,21.0,42.2,157.0,7.0,Male,Bachelor,Manager,HR,Alexandria,Startup,,Single,0.0,0,Low
46.0,23045.0,8.0,33.0,4.93,16.0,13.0,47.6,41.0,25.0,Female,,Sales,Finance,Mansoura,Enterprise,Onsite,Single,1.0,1,Medium
60.0,21132.0,23.0,20.0,1.53,1.0,5.0,41.0,192.0,10.0,Female,Master,Engineer,HR,Mansoura,Startup,Hybrid,Married,1.0,0,Medium
43.0,14055.0,33.0,39.0,4.25,38.0,20.0,3.3,74.0,19.0,Female,,HR,Finance,Tanta,Startup,Onsite,Single,0.0,0,
61.0,27318.0,,41.0,2.1,9.0,6.0,11.5,,13.0,Female,High School,Engineer,AI,Tanta,SME,Onsite,Married,0.0,0,High
19.0,16795.0,3.0,59.0,4.44,41.0,22.0,5.3,,10.0,,Bachelor,Designer,Operations,Mansoura,,Remote,Married,0.0,1,Low
,,28.0,50.0,2.95,44.0,,,182.0,27.0,,,Data Scientist,AI,Tanta,,Hybrid,Married,0.0,0,Low
32.0,25158.0,22.0,50.0,1.97,36.0,13.0,36.5,56.0,10.0,Male,PhD,Sales,IT,Mansoura,,Onsite,,0.0,0,High
21.0,24747.0,34.0,,3.84,25.0,21.0,2.6,79.0,8.0,Male,Bachelor,HR,HR,,Startup,Hybrid,Married,0.0,1,High
39.0,26234.0,15.0,31.0,4.37,26.0,,14.1,12.0,,Male,High School,Sales,AI,Cairo,Enterprise,Onsite,Single,0.0,1,High
55.0,34560.0,7.0,35.0,2.88,38.0,19.0,5.6,40.0,26.0,Female,High School,Data Scientist,IT,Alexandria,Enterprise,Hybrid,Married,0.0,0,Low
40.0,14282.0,26.0,52.0,3.86,24.0,18.0,21.1,80.0,5.0,Male,PhD,Sales,HR,Aswan,,Hybrid,Married,1.0,1,Medium
43.0,36831.0,38.0,54.0,1.73,28.0,9.0,46.3,96.0,27.0,Female,,Data Scientist,Finance,Cairo,Enterprise,Onsite,Married,1.0,0,High
28.0,26043.0,11.0,23.0,,45.0,22.0,21.2,175.0,12.0,Male,Bachelor,Manager,IT,Cairo,SME,Remote,Married,1.0,0,Low
45.0,23929.0,3.0,29.0,1.39,17.0,12.0,32.1,111.0,,Male,PhD,Manager,Finance,Cairo,SME,Onsite,Single,0.0,0,High
19.0,38500.0,24.0,53.0,1.89,21.0,11.0,20.0,117.0,22.0,Female,Master,Sales,AI,Cairo,Enterprise,Onsite,Single,1.0,0,Low
25.0,4872.0,5.0,22.0,2.15,25.0,13.0,36.8,44.0,14.0,Female,Bachelor,Designer,Marketing,Alexandria,SME,Onsite,Married,1.0,0,Low
46.0,,2.0,50.0,1.61,25.0,12.0,37.4,79.0,10.0,Female,High School,Engineer,Marketing,Aswan,SME,Onsite,Single,0.0,0,High
28.0,28460.0,38.0,,2.63,20.0,18.0,7.8,6.0,22.0,Male,Master,Sales,Operations,Mansoura,SME,Remote,Single,0.0,0,High
54.0,15155.0,,20.0,2.83,20.0,8.0,33.0,30.0,20.0,Female,Bachelor,Manager,HR,Mansoura,Enterprise,Onsite,Married,0.0,0,
35.0,14870.0,20.0,24.0,3.07,41.0,15.0,19.9,107.0,6.0,Male,PhD,HR,Marketing,Giza,Enterprise,Onsite,Married,1.0,0,Low
31.0,31392.0,5.0,24.0,1.16,7.0,8.0,,89.0,23.0,Male,PhD,Sales,Finance,Mansoura,SME,Hybrid,Single,1.0,0,High
27.0,6717.0,32.0,21.0,1.88,1.0,5.0,8.7,85.0,10.0,Female,,,Finance,Mansoura,Enterprise,Hybrid,Married,1.0,0,Low
52.0,,7.0,34.0,4.23,45.0,13.0,45.0,104.0,12.0,Female,Bachelor,Data Scientist,Operations,Mansoura,Startup,Hybrid,,0.0,1,High
,24826.0,32.0,20.0,4.24,33.0,27.0,26.1,174.0,25.0,Male,High School,Manager,HR,Alexandria,Startup,Remote,Married,0.0,0,Medium
52.0,11679.0,2.0,40.0,2.32,11.0,6.0,13.5,16.0,,Female,Master,Engineer,HR,,SME,Onsite,Single,1.0,0,Medium
28.0,,1.0,56.0,2.84,48.0,,17.4,,9.0,Female,PhD,Data Scientist,HR,Alexandria,Enterprise,Hybrid,Married,1.0,0,Medium
61.0,26564.0,37.0,26.0,1.73,17.0,2.0,1.2,152.0,19.0,Female,,Manager,AI,Mansoura,Startup,Remote,Married,1.0,0,Medium
29.0,37708.0,39.0,30.0,4.29,16.0,28.0,47.5,87.0,29.0,Male,Bachelor,Designer,Operations,Aswan,Enterprise,Onsite,Married,,0,Low
20.0,38135.0,38.0,45.0,4.83,14.0,14.0,12.0,100.0,26.0,Male,Bachelor,,,Tanta,Startup,Remote,Single,0.0,0,Medium
56.0,27271.0,38.0,21.0,2.17,2.0,11.0,45.6,165.0,28.0,Female,High School,Manager,Operations,Giza,,Remote,,1.0,0,Low
31.0,19631.0,23.0,49.0,4.13,20.0,0.0,42.8,184.0,29.0,Female,High School,Engineer,HR,Aswan,Startup,Remote,Married,1.0,1,High
45.0,22887.0,20.0,33.0,2.41,18.0,10.0,18.1,136.0,3.0,Female,Master,Engineer,HR,Aswan,Enterprise,Onsite,Married,1.0,0,Medium
28.0,28259.0,17.0,24.0,1.01,31.0,21.0,11.3,,17.0,,Bachelor,HR,AI,Cairo,Enterprise,Remote,Single,0.0,0,Medium
56.0,35396.0,34.0,50.0,3.4,10.0,2.0,21.9,94.0,,Female,High School,Engineer,AI,Tanta,,Remote,Married,0.0,0,Medium
42.0,22144.0,10.0,51.0,2.64,17.0,16.0,,,26.0,Female,PhD,HR,HR,Mansoura,Startup,Remote,Married,0.0,0,Low
38.0,15655.0,10.0,53.0,4.03,28.0,,42.9,,13.0,Male,,Designer,AI,Alexandria,SME,Hybrid,Single,0.0,0,High
27.0,23836.0,2.0,29.0,4.0,,28.0,24.9,172.0,25.0,Female,Bachelor,Data Scientist,HR,Tanta,Enterprise,Remote,Married,1.0,1,High
60.0,4368.0,22.0,50.0,4.78,49.0,7.0,27.7,106.0,27.0,Female,High School,Manager,AI,Mansoura,Startup,Hybrid,Married,1.0,1,Medium
32.0,,0.0,46.0,,3.0,12.0,21.0,192.0,,Female,Master,Engineer,HR,Cairo,SME,Remote,,1.0,0,Medium
36.0,39380.0,22.0,37.0,2.93,27.0,7.0,47.3,8.0,27.0,,High School,Data Scientist,IT,Alexandria,Enterprise,Remote,Single,1.0,0,Low
,15199.0,21.0,24.0,2.6,8.0,7.0,,192.0,7.0,Male,Bachelor,Data Scientist,AI,Alexandria,Startup,Hybrid,Single,1.0,0,
38.0,14569.0,29.0,36.0,2.19,37.0,23.0,15.2,65.0,24.0,Female,High School,HR,,Aswan,Startup,Hybrid,Single,1.0,0,Medium
61.0,36827.0,1.0,30.0,3.55,6.0,12.0,47.5,112.0,10.0,Female,PhD,Designer,Finance,,SME,Remote,Married,,0,Low
49.0,34182.0,,,4.31,0.0,11.0,47.6,196.0,25.0,Male,Master,Sales,AI,Tanta,SME,Onsite,Single,0.0,1,High
,16115.0,19.0,57.0,1.63,34.0,4.0,24.2,29.0,8.0,Female,Bachelor,Designer,HR,Giza,Enterprise,Hybrid,Single,0.0,0,High
30.0,24649.0,8.0,56.0,4.93,46.0,12.0,,99.0,27.0,Male,High School,Data Scientist,Marketing,Giza,,Onsite,Married,0.0,0,Low
22.0,21195.0,10.0,40.0,3.74,33.0,22.0,43.6,111.0,18.0,Male,PhD,Designer,Marketing,Alexandria,,Hybrid,,0.0,0,High
,,16.0,,4.12,8.0,11.0,47.2,10.0,15.0,Female,Bachelor,Engineer,IT,Alexandria,Startup,Hybrid,,1.0,1,Medium
45.0,37961.0,13.0,49.0,5.0,25.0,18.0,20.7,145.0,,Male,High School,HR,IT,Aswan,SME,Remote,Married,0.0,1,High
31.0,30003.0,17.0,,3.02,7.0,9.0,25.1,33.0,9.0,Female,PhD,Engineer,Operations,Mansoura,Enterprise,Remote,Married,0.0,0,High
25.0,19551.0,17.0,41.0,1.29,18.0,28.0,17.4,175.0,,Female,PhD,Designer,,Mansoura,Startup,Remote,Single,1.0,0,Medium
26.0,,7.0,21.0,4.16,25.0,14.0,11.2,5.0,23.0,Male,Master,Data Scientist,Finance,Giza,Startup,Hybrid,Married,1.0,1,High
52.0,39950.0,28.0,,4.48,45.0,1.0,49.8,24.0,28.0,Female,Master,Engineer,HR,Alexandria,Enterprise,Remote,Single,0.0,0,Low
54.0,27729.0,,56.0,1.65,9.0,5.0,10.3,122.0,,Male,Bachelor,Manager,Finance,Aswan,SME,Remote,Married,0.0,0,Medium
38.0,6868.0,25.0,21.0,1.1,42.0,15.0,,24.0,12.0,Male,PhD,Manager,Operations,Cairo,Startup,Onsite,,0.0,0,
35.0,35353.0,,30.0,1.54,29.0,0.0,,199.0,27.0,Female,PhD,Designer,AI,Cairo,Enterprise,Remote,Single,1.0,0,
50.0,33653.0,7.0,52.0,2.3,39.0,1.0,5.1,146.0,17.0,Male,Bachelor,Engineer,,Alexandria,SME,Onsite,Single,0.0,0,High
25.0,17141.0,19.0,28.0,4.7,35.0,22.0,,,3.0,Female,High School,HR,HR,Giza,,Remote,Single,1.0,1,Low
34.0,14537.0,7.0,44.0,1.01,30.0,24.0,5.1,61.0,4.0,Female,Bachelor,Data Scientist,Finance,Giza,Startup,Remote,Single,1.0,0,Medium
,33401.0,13.0,25.0,4.22,7.0,22.0,49.1,109.0,17.0,Female,PhD,Data Scientist,Operations,Mansoura,Enterprise,Onsite,,0.0,0,Medium
48.0,30387.0,12.0,,4.42,,14.0,14.0,160.0,29.0,Female,High School,,IT,,Startup,Hybrid,Single,1.0,1,Medium
51.0,19154.0,39.0,,4.24,46.0,25.0,37.6,165.0,15.0,Male,PhD,Engineer,,Giza,Startup,Remote,,0.0,0,Medium
23.0,,16.0,27.0,1.33,12.0,15.0,21.9,53.0,2.0,Female,Master,Manager,HR,Tanta,Enterprise,Hybrid,Single,0.0,0,Low
,9630.0,25.0,50.0,3.72,,28.0,34.3,113.0,5.0,Male,Bachelor,Sales,IT,Tanta,,Remote,Married,1.0,1,Low
31.0,17778.0,5.0,,4.82,29.0,7.0,13.5,,0.0,Male,Bachelor,Data Scientist,Finance,Aswan,Enterprise,,Single,1.0,1,Low
20.0,26070.0,16.0,24.0,1.48,14.0,13.0,,94.0,,Female,Master,Manager,Marketing,Aswan,Startup,,Married,1.0,0,Medium
29.0,16416.0,3.0,34.0,1.13,,23.0,,32.0,15.0,Male,Bachelor,,Marketing,Aswan,Enterprise,Hybrid,Single,0.0,0,Low
53.0,28399.0,24.0,21.0,4.49,2.0,9.0,,89.0,11.0,Male,Master,Data Scientist,Finance,Tanta,Startup,Hybrid,Married,0.0,0,Low
29.0,11629.0,6.0,34.0,3.58,28.0,14.0,6.4,49.0,1.0,Male,High School,HR,IT,Mansoura,SME,Hybrid,Married,0.0,1,Medium
62.0,11360.0,16.0,50.0,3.59,23.0,2.0,36.8,143.0,22.0,Male,PhD,Sales,AI,Giza,Startup,Hybrid,Married,0.0,0,
19.0,15011.0,21.0,39.0,4.86,44.0,5.0,30.3,50.0,1.0,Female,,Designer,IT,,Enterprise,Hybrid,Married,0.0,1,High
19.0,39069.0,,22.0,4.08,22.0,1.0,9.4,153.0,4.0,Male,PhD,Designer,IT,Tanta,SME,Onsite,Married,1.0,1,Medium
32.0,14227.0,5.0,,2.59,8.0,,41.5,49.0,27.0,Female,Master,Designer,HR,Tanta,SME,Onsite,Married,1.0,0,High
40.0,5769.0,29.0,29.0,2.74,1.0,6.0,,30.0,19.0,Male,High School,Engineer,AI,Giza,SME,Remote,Single,1.0,0,Medium
46.0,13492.0,9.0,45.0,,14.0,18.0,25.8,188.0,27.0,Male,Master,Designer,IT,Aswan,SME,Remote,Single,0.0,0,High
34.0,6345.0,38.0,29.0,2.22,31.0,5.0,9.8,94.0,0.0,Female,Master,Data Scientist,AI,Aswan,Enterprise,,Single,0.0,0,High
49.0,5665.0,13.0,59.0,,17.0,25.0,27.5,162.0,27.0,Female,Master,Sales,AI,Aswan,Startup,Hybrid,,0.0,0,Low
24.0,27807.0,21.0,32.0,2.04,28.0,,9.0,67.0,4.0,Female,Master,Sales,IT,Alexandria,SME,Onsite,Married,0.0,0,Medium
47.0,15366.0,25.0,40.0,4.66,39.0,22.0,10.0,7.0,3.0,Male,Master,,Operations,Giza,SME,Hybrid,Single,1.0,1,
45.0,,,53.0,1.05,2.0,13.0,,69.0,23.0,Female,Master,Sales,HR,Alexandria,Enterprise,Hybrid,Single,,0,
31.0,8440.0,1.0,51.0,3.35,32.0,24.0,33.1,79.0,28.0,Female,Bachelor,HR,Operations,,SME,Onsite,Married,1.0,0,Low
61.0,31222.0,2.0,28.0,4.09,6.0,20.0,,143.0,1.0,Male,Master,Designer,Operations,Cairo,Enterprise,Remote,Single,1.0,1,High
47.0,29951.0,10.0,49.0,3.93,29.0,24.0,4.6,,14.0,Male,Bachelor,Engineer,IT,Giza,SME,Remote,Single,1.0,1,Medium
34.0,,9.0,20.0,3.57,26.0,7.0,32.9,107.0,,Female,High School,Designer,,,SME,Hybrid,Married,1.0,0,Medium
49.0,22121.0,11.0,31.0,2.64,37.0,7.0,2.7,77.0,27.0,Male,High School,,Marketing,Aswan,Enterprise,Remote,Single,,0,High
63.0,21815.0,13.0,,4.67,28.0,5.0,45.3,133.0,26.0,Female,High School,Designer,AI,Alexandria,Startup,Remote,Single,1.0,1,Medium
23.0,33311.0,29.0,,2.32,30.0,,39.2,60.0,25.0,Female,Master,,HR,Tanta,Enterprise,Hybrid,Married,,0,High
41.0,22749.0,12.0,59.0,4.0,0.0,18.0,36.5,,13.0,Male,PhD,HR,Operations,,SME,Onsite,Married,0.0,0,Medium
23.0,32218.0,29.0,29.0,4.71,40.0,19.0,,181.0,8.0,Female,Master,HR,Marketing,,Startup,Onsite,Married,1.0,1,
,18533.0,37.0,43.0,1.51,42.0,16.0,49.4,,8.0,,High School,Designer,Operations,Giza,SME,Hybrid,Single,,0,Low
35.0,4316.0,10.0,,4.79,26.0,26.0,,43.0,,Male,PhD,HR,Marketing,Giza,Startup,Hybrid,Married,0.0,1,High
41.0,24388.0,0.0,27.0,4.1,26.0,5.0,25.0,160.0,18.0,Male,Bachelor,Sales,AI,Tanta,Enterprise,Hybrid,Married,0.0,0,Medium
54.0,16512.0,26.0,32.0,3.47,28.0,6.0,2.7,159.0,9.0,Male,High School,Manager,Marketing,Giza,SME,Onsite,,1.0,0,High
41.0,3684.0,38.0,,,4.0,27.0,26.1,25.0,19.0,Female,Master,Engineer,HR,Giza,SME,Onsite,Married,0.0,0,
55.0,30164.0,36.0,33.0,4.62,2.0,9.0,8.5,94.0,9.0,Female,PhD,Engineer,Operations,Alexandria,SME,Remote,Single,,1,High
51.0,14735.0,8.0,,1.18,28.0,8.0,30.0,2.0,16.0,Male,Bachelor,Engineer,Operations,Giza,SME,Remote,Single,1.0,0,
57.0,38855.0,25.0,28.0,2.73,40.0,4.0,49.3,99.0,17.0,Male,Bachelor,Manager,Marketing,Mansoura,Enterprise,Remote,Married,0.0,0,High
64.0,11079.0,24.0,24.0,4.03,38.0,1.0,38.1,121.0,27.0,Male,Bachelor,Designer,Finance,Aswan,,Hybrid,Married,1.0,1,Medium
32.0,25412.0,16.0,30.0,4.24,12.0,12.0,,93.0,27.0,Male,PhD,Engineer,Operations,Tanta,,Remote,Married,1.0,1,High
28.0,38862.0,5.0,38.0,1.81,32.0,22.0,20.3,34.0,,,Bachelor,Engineer,IT,Giza,Startup,Hybrid,Married,1.0,0,Low
39.0,22191.0,14.0,57.0,1.19,19.0,10.0,47.3,25.0,24.0,Female,Master,Designer,IT,Aswan,Enterprise,Hybrid,Married,1.0,0,Low
41.0,17821.0,,29.0,4.21,2.0,10.0,6.4,198.0,14.0,Female,High School,HR,IT,Mansoura,SME,Hybrid,Married,0.0,1,High
18.0,10582.0,30.0,35.0,2.69,5.0,29.0,44.6,193.0,14.0,Female,High School,Manager,IT,Cairo,Startup,Onsite,Married,0.0,0,
,12012.0,27.0,48.0,1.57,42.0,27.0,4.7,28.0,5.0,Male,High School,Sales,Marketing,Aswan,SME,Hybrid,Single,1.0,0,Medium
,36655.0,8.0,,1.34,16.0,22.0,21.3,172.0,14.0,Female,PhD,HR,IT,Mansoura,Startup,Hybrid,Single,0.0,0,High
29.0,17530.0,17.0,37.0,3.56,,28.0,37.5,116.0,12.0,Male,High School,HR,Finance,Tanta,Enterprise,Onsite,,,0,Medium
60.0,23377.0,39.0,54.0,3.33,3.0,26.0,20.4,148.0,0.0,Female,High School,Sales,Marketing,Tanta,,,Single,1.0,0,Low
45.0,24653.0,31.0,55.0,,32.0,14.0,29.0,195.0,4.0,Female,High School,Data Scientist,Marketing,Mansoura,SME,Onsite,Single,,0,High
57.0,23380.0,18.0,41.0,1.13,32.0,13.0,,,14.0,Female,High School,HR,Marketing,Giza,SME,Remote,Single,,0,Medium
24.0,3556.0,4.0,,4.47,5.0,20.0,30.6,141.0,3.0,Female,High School,Engineer,HR,Mansoura,SME,Onsite,Married,1.0,1,Medium
40.0,29790.0,5.0,,4.55,40.0,10.0,9.4,197.0,5.0,Male,High School,HR,HR,,,Remote,Married,0.0,1,High
38.0,11900.0,11.0,58.0,2.79,13.0,12.0,,82.0,11.0,,PhD,Engineer,AI,Alexandria,SME,Onsite,Single,0.0,0,Low
51.0,36485.0,16.0,31.0,1.31,,29.0,49.4,188.0,13.0,Female,Bachelor,Manager,Marketing,Aswan,Enterprise,Remote,Married,0.0,0,High
28.0,39433.0,38.0,54.0,4.79,6.0,,10.5,137.0,19.0,Female,High School,Data Scientist,IT,Aswan,Startup,Onsite,Married,1.0,1,Low
39.0,,6.0,38.0,1.29,5.0,17.0,4.3,134.0,15.0,Male,Master,Engineer,Operations,Giza,SME,Hybrid,Married,0.0,0,High
59.0,18014.0,10.0,56.0,3.36,2.0,6.0,20.2,61.0,7.0,Male,Master,Manager,Finance,Cairo,,Remote,Married,,0,
52.0,9547.0,33.0,33.0,2.97,36.0,16.0,19.3,44.0,23.0,Female,PhD,Manager,Finance,Cairo,Enterprise,Hybrid,Single,0.0,0,Low
46.0,32932.0,,42.0,4.34,21.0,10.0,7.2,159.0,10.0,Female,High School,Designer,Marketing,Tanta,SME,Onsite,Married,0.0,1,Medium
,23263.0,13.0,,3.01,37.0,,29.0,179.0,22.0,Female,PhD,Sales,HR,Cairo,Enterprise,Onsite,Married,1.0,0,Medium
45.0,22320.0,17.0,,,7.0,5.0,22.4,79.0,25.0,,High School,HR,HR,Cairo,Startup,Hybrid,Married,0.0,0,Low
35.0,10045.0,8.0,30.0,4.52,23.0,13.0,42.0,152.0,28.0,Male,High School,Data Scientist,Marketing,Cairo,Enterprise,Onsite,Single,0.0,1,High
31.0,4237.0,38.0,21.0,,12.0,5.0,21.7,168.0,1.0,Female,High School,Sales,IT,Mansoura,SME,Onsite,Single,1.0,0,Low
35.0,39326.0,3.0,29.0,3.2,12.0,13.0,49.3,,23.0,Male,Master,,Operations,Mansoura,Enterprise,Remote,Married,0.0,0,Medium
,8293.0,13.0,24.0,2.82,,28.0,39.2,129.0,17.0,Female,PhD,Engineer,IT,Mansoura,SME,Onsite,,1.0,0,Medium
41.0,28274.0,10.0,49.0,4.32,40.0,18.0,24.9,3.0,0.0,Female,Master,Engineer,HR,Tanta,Startup,Hybrid,Single,0.0,1,Medium
25.0,22237.0,29.0,40.0,4.32,35.0,2.0,28.1,114.0,24.0,Male,PhD,Sales,Marketing,Giza,Startup,Remote,Married,,0,Low
59.0,31384.0,39.0,52.0,2.28,31.0,,,9.0,13.0,Male,Bachelor,Data Scientist,AI,Tanta,Startup,Hybrid,Married,1.0,0,Medium
62.0,33993.0,26.0,44.0,3.3,4.0,19.0,38.9,,20.0,,PhD,Sales,Marketing,Aswan,Startup,Remote,Single,1.0,0,Low
25.0,15811.0,28.0,26.0,1.62,48.0,6.0,33.2,148.0,21.0,Male,Bachelor,Engineer,Marketing,Alexandria,Enterprise,Onsite,Single,1.0,0,High
21.0,21229.0,31.0,59.0,3.54,6.0,16.0,14.1,132.0,0.0,Female,High School,Sales,HR,Alexandria,Enterprise,Onsite,Single,0.0,1,High
44.0,16311.0,29.0,47.0,4.34,49.0,25.0,21.1,44.0,0.0,Male,PhD,HR,AI,Mansoura,SME,Remote,Single,0.0,1,Medium
53.0,26040.0,25.0,35.0,1.75,44.0,9.0,39.6,175.0,7.0,Female,PhD,Manager,Operations,Giza,Startup,Remote,,,0,Medium
22.0,6182.0,29.0,56.0,2.29,31.0,,31.7,5.0,29.0,Female,PhD,HR,AI,Mansoura,Startup,Remote,Single,,0,Medium
50.0,8760.0,9.0,22.0,2.8,27.0,25.0,47.9,25.0,13.0,Female,PhD,Designer,,Giza,Startup,Remote,Married,1.0,0,High
51.0,10260.0,11.0,38.0,4.38,32.0,17.0,43.8,146.0,12.0,Male,Master,Manager,IT,Cairo,Startup,Remote,Single,0.0,0,Medium
47.0,36218.0,32.0,31.0,3.93,45.0,20.0,,177.0,25.0,Female,Master,Data Scientist,Marketing,Mansoura,Startup,Onsite,Married,1.0,1,High
25.0,4915.0,,38.0,2.27,13.0,26.0,,170.0,26.0,Female,PhD,Designer,HR,Tanta,Enterprise,Remote,Single,1.0,0,Medium
56.0,12115.0,17.0,30.0,1.97,12.0,,7.1,78.0,9.0,Female,High School,Engineer,Finance,Aswan,SME,Hybrid,Single,0.0,0,Low
64.0,10076.0,38.0,,3.78,28.0,7.0,21.0,22.0,4.0,Male,Bachelor,,IT,Cairo,SME,Onsite,Married,0.0,1,High
43.0,17814.0,15.0,21.0,2.92,49.0,4.0,12.1,120.0,,Female,PhD,Sales,HR,Mansoura,Startup,Remote,Single,0.0,0,Medium
54.0,36083.0,3.0,45.0,3.37,39.0,0.0,1.8,40.0,6.0,Female,PhD,Sales,HR,Alexandria,SME,Hybrid,Married,0.0,0,Medium
51.0,7793.0,9.0,41.0,,0.0,16.0,7.8,141.0,16.0,Male,PhD,,Marketing,Tanta,SME,Onsite,Single,1.0,0,High
24.0,4262.0,27.0,36.0,3.23,46.0,4.0,23.2,112.0,10.0,Male,PhD,Sales,AI,Mansoura,Startup,Hybrid,Single,0.0,0,Low
57.0,12319.0,17.0,53.0,3.45,48.0,15.0,44.7,17.0,3.0,Female,Bachelor,Engineer,Finance,Cairo,,Onsite,Single,1.0,0,
45.0,16194.0,8.0,34.0,4.55,48.0,17.0,16.7,148.0,,Female,Master,,HR,Tanta,Startup,Remote,Married,0.0,1,High
56.0,22309.0,21.0,31.0,4.47,,27.0,22.6,88.0,,Male,Master,Data Scientist,Operations,Giza,Startup,Remote,Married,0.0,1,High
56.0,31760.0,,35.0,1.6,29.0,2.0,19.8,66.0,15.0,Male,PhD,Manager,IT,Cairo,SME,Onsite,Single,0.0,0,Low
45.0,29998.0,39.0,,3.35,33.0,17.0,19.1,80.0,23.0,Female,Master,Sales,IT,,Startup,Onsite,Married,0.0,0,High
31.0,6468.0,22.0,58.0,2.76,45.0,8.0,36.4,14.0,,Male,Master,Data Scientist,Marketing,Giza,Startup,Remote,Married,1.0,0,High
55.0,,12.0,25.0,2.14,0.0,20.0,25.8,13.0,20.0,Female,Bachelor,Designer,AI,Tanta,Startup,Hybrid,Single,1.0,0,Medium
21.0,23405.0,23.0,27.0,3.52,33.0,,21.0,163.0,28.0,Female,PhD,,,Mansoura,SME,Hybrid,Single,1.0,0,Medium
59.0,,12.0,44.0,3.04,6.0,13.0,47.2,142.0,17.0,Female,Bachelor,Designer,HR,Alexandria,Enterprise,Hybrid,Married,1.0,0,Low
35.0,7409.0,24.0,38.0,4.1,0.0,,14.5,85.0,,Male,Master,Designer,AI,Cairo,Startup,Hybrid,,0.0,0,Low
61.0,3547.0,,38.0,1.37,41.0,18.0,41.8,127.0,29.0,Female,Bachelor,HR,Finance,Mansoura,Enterprise,,Single,1.0,0,Medium
42.0,22907.0,15.0,31.0,2.21,17.0,28.0,26.2,76.0,27.0,,Bachelor,HR,HR,Tanta,Startup,Hybrid,Married,1.0,0,Low
24.0,26426.0,39.0,28.0,1.1,34.0,14.0,22.6,15.0,19.0,Female,Bachelor,Sales,Marketing,Aswan,Enterprise,,Married,0.0,0,Medium
